trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
851,False,"{'a': 0.5, 'e': 0.270811230098714}",20,12,-4.8430812693220915,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
852,False,"{'a': 0.5, 'e': 0.2703958384065727}",25,2,-0.08519275719958852,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
853,False,"{'a': 0.5, 'e': 0.269981083875076}",25,14,11.166677694039915,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.2695669655268963}",20,11,4.579256302958699,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
855,False,"{'a': 0.5, 'e': 0.26915348238620534}",20,9,10.026603167609847,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.5, 'e': 0.26874063347867166}",35,10,-48.66077357442767,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",1
857,False,"{'a': 0.5, 'e': 0.2683284178314582}",20,0,-113.73098640476614,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
858,False,"{'a': 0.5, 'e': 0.2679168344732203}",20,10,15.164440288784977,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.5, 'e': 0.2675058824341029}",30,20,19.464036338299188,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.5, 'e': 0.26709556074573887}",20,6,17.06949185776254,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.5, 'e': 0.2666858684412464}",30,19,10.616707806876601,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
862,False,"{'a': 0.5, 'e': 0.2662768045552267}",25,9,26.510148676913833,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.26586836812376174}",30,19,9.585237176822723,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
864,False,"{'a': 0.5, 'e': 0.2654605581844121}",25,2,-18.90319149426656,"{0: 19, 1: 2, 2: 0, 3: 2, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.2650533737762147}",25,15,8.139993846969862,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
866,False,"{'a': 0.5, 'e': 0.26464681393968015}",25,14,-26.43990312263766,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
867,False,"{'a': 0.5, 'e': 0.26424087771679117}",30,21,-6.065327592893137,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
868,False,"{'a': 0.5, 'e': 0.2638355641509998}",20,0,21.14315035496788,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.5, 'e': 0.2634308722872253}",35,0,-131.16433195350214,"{0: 28, 1: 0, 2: 3, 3: 1, 4: 3}",0
870,False,"{'a': 0.5, 'e': 0.2630268011718519}",25,3,-34.66819822366563,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
871,False,"{'a': 0.5, 'e': 0.26262334985272656}",20,3,25.304890130846168,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.5, 'e': 0.2622205173791569}",20,16,7.059964404937977,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.5, 'e': 0.2618183028019085}",20,16,9.637105826669114,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.5, 'e': 0.2614167051732031}",25,15,-3.0812374408832923,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
875,False,"{'a': 0.5, 'e': 0.2610157235467163}",25,8,-0.052403188860701944,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
876,False,"{'a': 0.5, 'e': 0.26061535697757504}",20,5,15.324585671121387,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
877,False,"{'a': 0.5, 'e': 0.26021560452235587}",30,19,3.3395382169028176,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
878,False,"{'a': 0.5, 'e': 0.25981646523908203}",25,20,9.244469577221013,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.5, 'e': 0.2594179381872221}",25,3,14.195577537425324,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.2590200224276869}",30,13,16.399097072100947,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.5, 'e': 0.2586227170228281}",30,0,-47.19333916417363,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 2}",0
882,False,"{'a': 0.5, 'e': 0.2582260210364352}",35,0,13.424150859479413,"{0: 31, 1: 2, 2: 2, 3: 0, 4: 0}",0
883,False,"{'a': 0.5, 'e': 0.25782993353373407}",20,12,-5.13179697210986,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
884,False,"{'a': 0.5, 'e': 0.2574344535813843}",20,7,11.974295964156443,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
885,False,"{'a': 0.5, 'e': 0.2570395802474769}",20,7,10.87719629324291,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.5, 'e': 0.2566453126015328}",30,24,13.419151062689046,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.5, 'e': 0.2562516497144996}",25,3,-0.12635890747585354,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.25585859065875033}",25,15,15.455846092569281,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.5, 'e': 0.2554661345080809}",25,0,16.984227387026824,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
890,False,"{'a': 0.5, 'e': 0.2550742803377076}",30,17,-20.941535422294272,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
891,False,"{'a': 0.5, 'e': 0.25468302722426567}",25,8,13.83169094917004,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.5, 'e': 0.25429237424580614}",25,0,11.384915218782561,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
893,False,"{'a': 0.5, 'e': 0.2539023204817947}",20,4,-18.347928368906725,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 0}",1
894,False,"{'a': 0.5, 'e': 0.25351286501310877}",25,16,-24.52989694549166,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
895,False,"{'a': 0.5, 'e': 0.25312400692203557}",20,0,29.180215846841527,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.5, 'e': 0.25273574529227016}",20,0,-45.042811205186574,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
897,False,"{'a': 0.5, 'e': 0.2523480792089129}",25,14,16.418804974008353,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.25196100775846764}",20,11,-1.0006732588082943,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
899,False,"{'a': 0.5, 'e': 0.25157453002883934}",35,17,-56.82422683550809,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
900,False,"{'a': 0.5, 'e': 0.251188645109332}",20,12,10.797588332711609,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.5, 'e': 0.2508033520906467}",20,0,20.56279719701968,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
902,False,"{'a': 0.5, 'e': 0.25041865006487896}",25,0,-15.898075486044249,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
903,False,"{'a': 0.5, 'e': 0.2500345381255172}",20,10,8.185478163085241,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.5, 'e': 0.24965101536744005}",25,10,-29.41961045212283,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
905,False,"{'a': 0.5, 'e': 0.24926808088691485}",20,4,21.366701489544447,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.5, 'e': 0.24888573378159476}",20,6,-49.82171222100777,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
907,False,"{'a': 0.5, 'e': 0.24850397315051728}",20,16,8.257698539271338,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.24812279809410187}",20,13,11.391236407094066,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.5, 'e': 0.24774220771414768}",20,5,0.6934028161194776,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
910,False,"{'a': 0.5, 'e': 0.2473622011138318}",20,15,4.008099114921993,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.5, 'e': 0.24698277739770674}",20,6,21.727503108594775,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.5, 'e': 0.24660393567169867}",35,22,-5.536910249163694,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.24622567504310502}",20,0,2.0106765513110227,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
914,False,"{'a': 0.5, 'e': 0.24584799462059265}",30,10,23.18421557440554,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
915,False,"{'a': 0.5, 'e': 0.24547089351419563}",25,10,18.090684500360958,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.24509437083531294}",20,0,-5.898428180667596,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
917,False,"{'a': 0.5, 'e': 0.2447184256967068}",25,11,5.470853345020527,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
918,False,"{'a': 0.5, 'e': 0.24434305721250013}",25,15,20.27146506421509,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.5, 'e': 0.24396826449817485}",25,8,9.987504101993865,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
920,False,"{'a': 0.5, 'e': 0.24359404667056958}",20,1,2.246112569205484,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
921,False,"{'a': 0.5, 'e': 0.24322040284787755}",20,15,-13.079041527159639,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
922,False,"{'a': 0.5, 'e': 0.24284733214964463}",20,8,-1.3974298092900521,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
923,False,"{'a': 0.5, 'e': 0.24247483369676712}",25,8,13.543814802353626,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
924,False,"{'a': 0.5, 'e': 0.2421029066114899}",20,5,8.727266736317109,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
925,False,"{'a': 0.5, 'e': 0.241731550017404}",20,0,-1.5668032831520733,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
926,False,"{'a': 0.5, 'e': 0.24136076303944504}",25,10,-23.45288343069603,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
927,False,"{'a': 0.5, 'e': 0.2409905448038907}",35,15,13.002953219189394,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
928,False,"{'a': 0.5, 'e': 0.24062089443835882}",20,6,-74.45930733933113,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
929,False,"{'a': 0.5, 'e': 0.24025181107180552}",20,4,-26.231049624766083,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
930,False,"{'a': 0.5, 'e': 0.23988329383452278}",25,8,28.689034881101016,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.5, 'e': 0.23951534185813686}",25,4,-17.27331370740953,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 1}",1
932,False,"{'a': 0.5, 'e': 0.23914795427560576}",30,17,18.35077283512822,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.5, 'e': 0.23878113022121758}",25,5,-38.36502978418743,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
934,False,"{'a': 0.5, 'e': 0.23841486883058832}",25,0,-11.405560343214756,"{0: 22, 1: 1, 2: 0, 3: 2, 4: 0}",0
935,False,"{'a': 0.5, 'e': 0.23804916924065966}",30,11,30.68220793289339,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.5, 'e': 0.2376840305896974}",25,2,18.59655369225587,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
937,False,"{'a': 0.5, 'e': 0.2373194520172888}",20,16,7.501486667872579,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.5, 'e': 0.2369554326643412}",20,0,-4.777505704564291,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
939,False,"{'a': 0.5, 'e': 0.23659197167307938}",20,0,18.26428612124328,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
940,False,"{'a': 0.5, 'e': 0.23622906818704414}",20,12,18.554293610673984,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.5, 'e': 0.23586672135108988}",20,11,15.428619387887808,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.5, 'e': 0.23550493031138253}",30,11,-38.835485339568244,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
943,False,"{'a': 0.5, 'e': 0.235143694215398}",30,8,-21.489074323708554,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
944,False,"{'a': 0.5, 'e': 0.2347830122119195}",25,15,19.553765106981633,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.5, 'e': 0.23442288345103626}",25,11,22.295662665830662,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.5, 'e': 0.23406330708414091}",20,8,23.829216813313508,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.5, 'e': 0.2337042822639279}",20,12,14.732076830391838,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.5, 'e': 0.2333458081443913}",30,4,-10.365917671007354,"{0: 21, 1: 2, 2: 3, 3: 0, 4: 0}",1
949,False,"{'a': 0.5, 'e': 0.23298788388082278}",20,15,7.551074972830457,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.5, 'e': 0.23263050862980986}",20,16,8.14611216839744,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.5, 'e': 0.2322736815492335}",20,0,-61.16920077814608,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
952,False,"{'a': 0.5, 'e': 0.2319174017982666}",25,0,10.55834755090544,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
953,False,"{'a': 0.5, 'e': 0.2315616685373717}",25,7,15.204063259393067,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
954,False,"{'a': 0.5, 'e': 0.23120648092829904}",25,8,-8.37380203787342,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
955,False,"{'a': 0.5, 'e': 0.23085183813408475}",25,17,11.164793106646588,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.5, 'e': 0.23049773931904863}",20,12,5.048648681613709,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
957,False,"{'a': 0.5, 'e': 0.2301441836487924}",20,5,14.756937956084228,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
958,False,"{'a': 0.5, 'e': 0.2297911702901976}",25,13,21.92969086379705,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.5, 'e': 0.22943869841142372}",25,19,9.435844730752475,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.5, 'e': 0.22908676718190618}",20,14,11.404115588462737,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.5, 'e': 0.22873537577235434}",25,14,8.31263624639819,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
962,False,"{'a': 0.5, 'e': 0.22838452335474965}",20,2,-11.473969095877438,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
963,False,"{'a': 0.5, 'e': 0.2280342091023436}",30,10,6.024398588623267,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
964,False,"{'a': 0.5, 'e': 0.22768443218965584}",20,8,26.067731694470048,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.5, 'e': 0.22733519179247214}",20,14,13.039850228543894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.5, 'e': 0.2269864870878426}",30,21,14.523524971503678,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.5, 'e': 0.22663831725407968}",25,15,16.75767180644892,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.5, 'e': 0.226290681470756}",25,11,11.478770349514555,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
969,False,"{'a': 0.5, 'e': 0.22594357891870284}",20,12,-25.573230198480154,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
970,False,"{'a': 0.5, 'e': 0.2255970087800078}",25,17,5.032137775934203,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.5, 'e': 0.22525097023801322}",25,8,7.284667995335369,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
972,False,"{'a': 0.5, 'e': 0.2249054624773139}",20,14,-2.193400116778723,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
973,False,"{'a': 0.5, 'e': 0.22456048468375564}",35,11,0.43861213940199906,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
974,False,"{'a': 0.5, 'e': 0.22421603604443285}",20,16,5.66690347250235,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.5, 'e': 0.22387211574768684}",20,5,-25.189733919894138,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
976,False,"{'a': 0.5, 'e': 0.22352872298310408}",30,17,22.335125482485505,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.5, 'e': 0.22318585694151385}",25,8,-26.010263106201496,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
978,False,"{'a': 0.5, 'e': 0.2228435168149869}",25,16,2.2610972359948773,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
979,False,"{'a': 0.5, 'e': 0.22250170179683296}",30,18,13.341928401150849,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.5, 'e': 0.2221604110815993}",20,8,21.101454256612133,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.5, 'e': 0.2218196438650687}",35,11,13.879947473984485,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
982,False,"{'a': 0.5, 'e': 0.2214793993442573}",25,12,0.2249207699329565,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
983,False,"{'a': 0.5, 'e': 0.2211396767174132}",20,1,18.451702267049683,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.5, 'e': 0.22080047518401397}",20,6,18.73480926961155,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.5, 'e': 0.2204617939447653}",20,0,11.944589346638518,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
986,False,"{'a': 0.5, 'e': 0.220123632201599}",20,3,14.593383191528385,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
987,False,"{'a': 0.5, 'e': 0.2197859891576707}",20,9,-9.16589343327116,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
988,False,"{'a': 0.5, 'e': 0.21944886401735855}",25,17,9.301486531271976,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.5, 'e': 0.21911225598626097}",25,8,28.956959393775392,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.5, 'e': 0.21877616427119498}",25,16,5.240692688693615,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
991,False,"{'a': 0.5, 'e': 0.21844058808019412}",30,8,21.22841263021776,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
992,False,"{'a': 0.5, 'e': 0.21810552662250685}",20,14,12.131640725570033,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.5, 'e': 0.2177709791085945}",20,9,13.130162177135695,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.5, 'e': 0.21743694475012937}",20,2,13.936408578364423,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
995,False,"{'a': 0.5, 'e': 0.21710342275999314}",30,24,11.377887472393606,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.5, 'e': 0.2167704123522746}",20,8,3.7573492768245367,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
997,False,"{'a': 0.5, 'e': 0.21643791274226828}",25,10,26.643361287360193,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.5, 'e': 0.21610592314647215}",20,13,13.481589312795217,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.5, 'e': 0.21577444278258606}",25,8,21.346858720739057,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.5, 'e': 0.21544347086950988}",25,12,1.4194445251176881,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1001,False,"{'a': 0.5, 'e': 0.21511300662734148}",20,8,-20.38868968724187,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
1002,False,"{'a': 0.5, 'e': 0.21478304927737507}",25,3,-39.20918191281462,"{0: 18, 1: 2, 2: 0, 3: 1, 4: 1}",1
1003,False,"{'a': 0.5, 'e': 0.21445359804209926}",30,18,23.940949190011402,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.5, 'e': 0.21412465214519535}",20,2,-28.229690149651354,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
1005,False,"{'a': 0.5, 'e': 0.21379621081153527}",35,21,16.067104858144052,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.5, 'e': 0.21346827326718004}",20,8,4.4454818278698,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1007,False,"{'a': 0.5, 'e': 0.2131408387393778}",35,19,31.493237859144536,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.5, 'e': 0.21281390645656192}",25,0,12.621579505875633,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1009,False,"{'a': 0.5, 'e': 0.21248747564834933}",25,16,5.045688292074055,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1010,False,"{'a': 0.5, 'e': 0.21216154554553854}",30,4,-40.37306044310951,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 2}",1
1011,False,"{'a': 0.5, 'e': 0.21183611538010805}",20,14,0.7247776400051604,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1012,False,"{'a': 0.5, 'e': 0.21151118438521435}",30,7,28.999731233433995,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1013,False,"{'a': 0.5, 'e': 0.21118675179519011}",25,15,20.11421871032456,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.5, 'e': 0.21086281684554262}",25,16,16.929406569450563,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.5, 'e': 0.21053937877295156}",20,0,12.623519869086085,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1016,False,"{'a': 0.5, 'e': 0.21021643681526772}",30,7,25.468934389799415,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1017,False,"{'a': 0.5, 'e': 0.20989399021151067}",20,0,30.316906691180257,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1018,False,"{'a': 0.5, 'e': 0.20957203820186743}",30,17,2.1786764764936732,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
1019,False,"{'a': 0.5, 'e': 0.20925058002769045}",25,0,18.714869651167707,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1020,False,"{'a': 0.5, 'e': 0.20892961493149576}",20,10,20.170330200276144,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.5, 'e': 0.20860914215696139}",30,12,-36.4829105434698,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
1022,False,"{'a': 0.5, 'e': 0.20828916094892536}",20,0,-116.71833498607549,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 3}",0
1023,False,"{'a': 0.5, 'e': 0.20796967055338414}",25,7,34.72355891211217,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.5, 'e': 0.20765067021749062}",20,0,9.946447635102878,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1025,False,"{'a': 0.5, 'e': 0.20733215918955256}",30,23,13.460585967317877,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.5, 'e': 0.2070141367190308}",20,11,5.36313713985692,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1027,False,"{'a': 0.5, 'e': 0.20669660205653717}",25,14,10.672142602877965,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1028,False,"{'a': 0.5, 'e': 0.20637955445383324}",25,8,9.354455691532037,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1029,False,"{'a': 0.5, 'e': 0.20606299316382806}",25,13,21.366673518577656,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.5, 'e': 0.20574691744057685}",30,11,14.678865594429858,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1031,False,"{'a': 0.5, 'e': 0.2054313265392788}",20,8,6.982383975654625,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1032,False,"{'a': 0.5, 'e': 0.2051162197162757}",20,15,9.570451451152689,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.5, 'e': 0.20480159622904998}",20,12,15.873685292747554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.5, 'e': 0.20448745533622287}",30,21,0.18699232025154333,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
